ItemNumber | Title | CurrentPrice | Num of Bids | Seller | Shipping | End Date | Last Update
ItemNumber=46379492 | Title=Lot of 8 Fabrication Fight Miracles Workers Coins | CurrentPrice=9.99 | Num of Bids=0 | Seller=Goodwill Industries of the Valleys | Shipping=Estimate Shipping | End Date=12/4/2017 6:39:00 PM | Last Update=12/04/2017 01:35:36
ItemNumber=46381865 | Title=Four 2009 Marine Corps Marathon Challenge Coins | CurrentPrice=9.99 | Num of Bids=0 | Seller=Goodwill Industries of the Valleys | Shipping=Estimate Shipping | End Date=12/4/2017 6:40:00 PM | Last Update=12/04/2017 01:35:37
ItemNumber=46374943 | Title=Lot of 15 Foreign Coins and Tokens | CurrentPrice=9.99 | Num of Bids=0 | Seller=Goodwill Industries of the Valleys | Shipping=Estimate Shipping | End Date=12/4/2017 6:42:00 PM | Last Update=12/04/2017 01:35:37
ItemNumber=46380374 | Title=Lot of 5 Washington Army National Guard Coins | CurrentPrice=9.99 | Num of Bids=0 | Seller=Goodwill Industries of the Valleys | Shipping=Estimate Shipping | End Date=12/4/2017 6:45:00 PM | Last Update=12/04/2017 01:35:37
ItemNumber=46379320 | Title=Lot .26 lb. Foreign Coins and a $20 Jamaican Note | CurrentPrice=9.99 | Num of Bids=0 | Seller=Goodwill Industries of the Valleys | Shipping=Estimate Shipping | End Date=12/4/2017 6:46:00 PM | Last Update=12/04/2017 01:35:38
ItemNumber=46374895 | Title=Lot of Foreign Coins from 1920&#39;s - 1950&#39;s | CurrentPrice=9.99 | Num of Bids=0 | Seller=Goodwill Industries of the Valleys | Shipping=Estimate Shipping | End Date=12/4/2017 6:53:00 PM | Last Update=12/04/2017 01:35:38
ItemNumber=46376402 | Title=Lot of 0.46 lbs Foreign Coins and Paper Money | CurrentPrice=9.99 | Num of Bids=1 | Seller=Goodwill Industries of the Valleys | Shipping=Estimate Shipping | End Date=12/4/2017 6:13:00 PM | Last Update=12/04/2017 01:35:31
ItemNumber=46380878 | Title=lot of 5 Various Challenge Coins | CurrentPrice=9.99 | Num of Bids=1 | Seller=Goodwill Industries of the Valleys | Shipping=Estimate Shipping | End Date=12/4/2017 6:25:00 PM | Last Update=12/04/2017 01:35:33
ItemNumber=46380829 | Title=Lot of Old Foreign Coins Dating 1900-1950&#39;s | CurrentPrice=11.00 | Num of Bids=2 | Seller=Goodwill Industries of the Valleys | Shipping=Estimate Shipping | End Date=12/4/2017 6:04:00 PM | Last Update=12/04/2017 01:35:30
ItemNumber=46380353 | Title=Lot of 11 Foreign Coins from the 1800&#39;s | CurrentPrice=13.00 | Num of Bids=2 | Seller=Goodwill Industries of the Valleys | Shipping=Estimate Shipping | End Date=12/4/2017 6:08:00 PM | Last Update=12/04/2017 01:35:31
ItemNumber=46376136 | Title=Lot of 1.87lbs. Foreign Coins &amp; Paper Money | CurrentPrice=12.00 | Num of Bids=2 | Seller=Goodwill Industries of the Valleys | Shipping=Estimate Shipping | End Date=12/4/2017 6:23:00 PM | Last Update=12/04/2017 01:35:33
ItemNumber=46372495 | Title=Lot of 4 Canadian One Cent Coins from 1800&#39;s | CurrentPrice=11.00 | Num of Bids=2 | Seller=Goodwill Industries of the Valleys | Shipping=Estimate Shipping | End Date=12/4/2017 6:48:00 PM | Last Update=12/04/2017 01:35:38
ItemNumber=46380186 | Title=Lot of 7.89 lbs of Foreign Coins and Paper Money | CurrentPrice=31.00 | Num of Bids=8 | Seller=Goodwill Industries of the Valleys | Shipping=Estimate Shipping | End Date=12/4/2017 6:38:00 PM | Last Update=12/04/2017 01:35:36
ItemNumber=46379119 | Title=lot of 4 US Navy Support Center Challenge Coins | CurrentPrice=9.99 | Num of Bids=1 | Seller=Goodwill Industries of the Valleys | Shipping=Estimate Shipping | End Date=12/4/2017 6:03:00 PM | Last Update=12/04/2017 01:46:04
ItemNumber=46380829 | Title=Lot of Old Foreign Coins Dating 1900-1950&#39;s | CurrentPrice=11.00 | Num of Bids=2 | Seller=Goodwill Industries of the Valleys | Shipping=Estimate Shipping | End Date=12/4/2017 6:04:00 PM | Last Update=12/04/2017 01:46:04
ItemNumber=46380353 | Title=Lot of 11 Foreign Coins from the 1800&#39;s | CurrentPrice=13.00 | Num of Bids=2 | Seller=Goodwill Industries of the Valleys | Shipping=Estimate Shipping | End Date=12/4/2017 6:08:00 PM | Last Update=12/04/2017 01:46:05
ItemNumber=46375489 | Title=Lot of 10 Old Chinese Coins. 1644-1911 | CurrentPrice=9.99 | Num of Bids=0 | Seller=Goodwill Industries of the Valleys | Shipping=Estimate Shipping | End Date=12/4/2017 6:10:00 PM | Last Update=12/04/2017 01:46:05
ItemNumber=46376402 | Title=Lot of 0.46 lbs Foreign Coins and Paper Money | CurrentPrice=9.99 | Num of Bids=1 | Seller=Goodwill Industries of the Valleys | Shipping=Estimate Shipping | End Date=12/4/2017 6:13:00 PM | Last Update=12/04/2017 01:46:06
ItemNumber=46370479 | Title=Lot of 7 Collectible Coins &amp; Tokens | CurrentPrice=9.99 | Num of Bids=0 | Seller=Goodwill Industries of the Valleys | Shipping=Estimate Shipping | End Date=12/4/2017 6:19:00 PM | Last Update=12/04/2017 01:46:06
ItemNumber=46371842 | Title=Lot of Antique Centavos Coins from Chile 1916-38 | CurrentPrice=9.99 | Num of Bids=0 | Seller=Goodwill Industries of the Valleys | Shipping=Estimate Shipping | End Date=12/4/2017 6:20:00 PM | Last Update=12/04/2017 01:46:06
ItemNumber=46375576 | Title=Lot of West African States Coins &amp; Paper Money | CurrentPrice=9.99 | Num of Bids=0 | Seller=Goodwill Industries of the Valleys | Shipping=Estimate Shipping | End Date=12/4/2017 6:21:00 PM | Last Update=12/04/2017 01:46:07
ItemNumber=46376136 | Title=Lot of 1.87lbs. Foreign Coins &amp; Paper Money | CurrentPrice=12.00 | Num of Bids=2 | Seller=Goodwill Industries of the Valleys | Shipping=Estimate Shipping | End Date=12/4/2017 6:23:00 PM | Last Update=12/04/2017 01:46:07
ItemNumber=46378019 | Title=Lot of Vintage Foreign Coins | CurrentPrice=9.99 | Num of Bids=0 | Seller=Goodwill Industries of the Valleys | Shipping=Estimate Shipping | End Date=12/4/2017 6:24:00 PM | Last Update=12/04/2017 01:46:07
ItemNumber=46380878 | Title=lot of 5 Various Challenge Coins | CurrentPrice=9.99 | Num of Bids=1 | Seller=Goodwill Industries of the Valleys | Shipping=Estimate Shipping | End Date=12/4/2017 6:25:00 PM | Last Update=12/04/2017 01:46:07
ItemNumber=46377753 | Title=Lot of Foreign Coins and Paper Money | CurrentPrice=9.99 | Num of Bids=0 | Seller=Goodwill Industries of the Valleys | Shipping=Estimate Shipping | End Date=12/4/2017 6:31:00 PM | Last Update=12/04/2017 01:46:08
ItemNumber=46371148 | Title=8 Commemorative Coins Predators Of North America | CurrentPrice=9.99 | Num of Bids=0 | Seller=Goodwill Industries of the Valleys | Shipping=Estimate Shipping | End Date=12/4/2017 6:32:00 PM | Last Update=12/04/2017 01:46:08
ItemNumber=46379898 | Title=Lot of 5 US Navy Operations Support Center Coins | CurrentPrice=9.99 | Num of Bids=0 | Seller=Goodwill Industries of the Valleys | Shipping=Estimate Shipping | End Date=12/4/2017 6:34:00 PM | Last Update=12/04/2017 01:46:09
ItemNumber=46377493 | Title=Lot of 6 Antique US Coins Dating from 1883 - 1942 | CurrentPrice=16.00 | Num of Bids=4 | Seller=Goodwill Industries of the Valleys | Shipping=Estimate Shipping | End Date=12/4/2017 6:35:00 PM | Last Update=12/04/2017 01:46:09
ItemNumber=46379558 | Title=Lot of 4.71 lbs. Foreign Coins and Paper Money | CurrentPrice=36.00 | Num of Bids=7 | Seller=Goodwill Industries of the Valleys | Shipping=Estimate Shipping | End Date=12/4/2017 6:35:00 PM | Last Update=12/04/2017 01:46:09
ItemNumber=46371314 | Title=Lot of 10 &amp; 25 Centimes Liberte Egalite Coins | CurrentPrice=9.99 | Num of Bids=0 | Seller=Goodwill Industries of the Valleys | Shipping=Estimate Shipping | End Date=12/4/2017 6:38:00 PM | Last Update=12/04/2017 01:46:09
ItemNumber=46380186 | Title=Lot of 7.89 lbs of Foreign Coins and Paper Money | CurrentPrice=31.00 | Num of Bids=8 | Seller=Goodwill Industries of the Valleys | Shipping=Estimate Shipping | End Date=12/4/2017 6:38:00 PM | Last Update=12/04/2017 01:46:10
ItemNumber=46377206 | Title=3 Antique US Coins w/ Buffalo Indian Head Nickel | CurrentPrice=16.00 | Num of Bids=4 | Seller=Goodwill Industries of the Valleys | Shipping=Estimate Shipping | End Date=12/4/2017 6:40:00 PM | Last Update=12/04/2017 01:46:10
ItemNumber=46381865 | Title=Four 2009 Marine Corps Marathon Challenge Coins | CurrentPrice=9.99 | Num of Bids=0 | Seller=Goodwill Industries of the Valleys | Shipping=Estimate Shipping | End Date=12/4/2017 6:40:00 PM | Last Update=12/04/2017 01:46:11
ItemNumber=46374943 | Title=Lot of 15 Foreign Coins and Tokens | CurrentPrice=9.99 | Num of Bids=0 | Seller=Goodwill Industries of the Valleys | Shipping=Estimate Shipping | End Date=12/4/2017 6:42:00 PM | Last Update=12/04/2017 01:46:11
ItemNumber=46380374 | Title=Lot of 5 Washington Army National Guard Coins | CurrentPrice=9.99 | Num of Bids=0 | Seller=Goodwill Industries of the Valleys | Shipping=Estimate Shipping | End Date=12/4/2017 6:45:00 PM | Last Update=12/04/2017 01:46:12
ItemNumber=46379320 | Title=Lot .26 lb. Foreign Coins and a $20 Jamaican Note | CurrentPrice=9.99 | Num of Bids=0 | Seller=Goodwill Industries of the Valleys | Shipping=Estimate Shipping | End Date=12/4/2017 6:46:00 PM | Last Update=12/04/2017 01:46:12
ItemNumber=46372495 | Title=Lot of 4 Canadian One Cent Coins from 1800&#39;s | CurrentPrice=11.00 | Num of Bids=2 | Seller=Goodwill Industries of the Valleys | Shipping=Estimate Shipping | End Date=12/4/2017 6:48:00 PM | Last Update=12/04/2017 01:46:12
ItemNumber=46381084 | Title=Lot of Foreign Coins and Paper Money | CurrentPrice=20.00 | Num of Bids=5 | Seller=Goodwill Industries of the Valleys | Shipping=Estimate Shipping | End Date=12/4/2017 6:50:00 PM | Last Update=12/04/2017 01:46:12
ItemNumber=46374895 | Title=Lot of Foreign Coins from 1920&#39;s - 1950&#39;s | CurrentPrice=9.99 | Num of Bids=0 | Seller=Goodwill Industries of the Valleys | Shipping=Estimate Shipping | End Date=12/4/2017 6:53:00 PM | Last Update=12/04/2017 01:46:13
ItemNumber=46379119 | Title=lot of 4 US Navy Support Center Challenge Coins | CurrentPrice=9.99 | Num of Bids=1 | Seller=Goodwill Industries of the Valleys | Shipping=Estimate Shipping | End Date=12/4/2017 6:03:00 PM | Last Update=12/04/2017 18:17:14
ItemNumber=46380829 | Title=Lot of Old Foreign Coins Dating 1900-1950&#39;s | CurrentPrice=11.00 | Num of Bids=2 | Seller=Goodwill Industries of the Valleys | Shipping=Estimate Shipping | End Date=12/4/2017 6:04:00 PM | Last Update=12/04/2017 18:17:15
ItemNumber=46380353 | Title=Lot of 11 Foreign Coins from the 1800&#39;s | CurrentPrice=13.00 | Num of Bids=2 | Seller=Goodwill Industries of the Valleys | Shipping=Estimate Shipping | End Date=12/4/2017 6:08:00 PM | Last Update=12/04/2017 18:17:15
ItemNumber=46375489 | Title=Lot of 10 Old Chinese Coins. 1644-1911 | CurrentPrice=9.99 | Num of Bids=0 | Seller=Goodwill Industries of the Valleys | Shipping=Estimate Shipping | End Date=12/4/2017 6:10:00 PM | Last Update=12/04/2017 18:17:15
ItemNumber=46376402 | Title=Lot of 0.46 lbs Foreign Coins and Paper Money | CurrentPrice=9.99 | Num of Bids=1 | Seller=Goodwill Industries of the Valleys | Shipping=Estimate Shipping | End Date=12/4/2017 6:13:00 PM | Last Update=12/04/2017 18:17:16
ItemNumber=46370479 | Title=Lot of 7 Collectible Coins &amp; Tokens | CurrentPrice=9.99 | Num of Bids=0 | Seller=Goodwill Industries of the Valleys | Shipping=Estimate Shipping | End Date=12/4/2017 6:19:00 PM | Last Update=12/04/2017 18:17:16
ItemNumber=46371842 | Title=Lot of Antique Centavos Coins from Chile 1916-38 | CurrentPrice=9.99 | Num of Bids=0 | Seller=Goodwill Industries of the Valleys | Shipping=Estimate Shipping | End Date=12/4/2017 6:20:00 PM | Last Update=12/04/2017 18:17:16
ItemNumber=46375576 | Title=Lot of West African States Coins &amp; Paper Money | CurrentPrice=9.99 | Num of Bids=0 | Seller=Goodwill Industries of the Valleys | Shipping=Estimate Shipping | End Date=12/4/2017 6:21:00 PM | Last Update=12/04/2017 18:17:17
ItemNumber=46376136 | Title=Lot of 1.87lbs. Foreign Coins &amp; Paper Money | CurrentPrice=12.00 | Num of Bids=2 | Seller=Goodwill Industries of the Valleys | Shipping=Estimate Shipping | End Date=12/4/2017 6:23:00 PM | Last Update=12/04/2017 18:17:17
ItemNumber=46378019 | Title=Lot of Vintage Foreign Coins | CurrentPrice=9.99 | Num of Bids=0 | Seller=Goodwill Industries of the Valleys | Shipping=Estimate Shipping | End Date=12/4/2017 6:24:00 PM | Last Update=12/04/2017 18:17:17
ItemNumber=46380878 | Title=lot of 5 Various Challenge Coins | CurrentPrice=9.99 | Num of Bids=1 | Seller=Goodwill Industries of the Valleys | Shipping=Estimate Shipping | End Date=12/4/2017 6:25:00 PM | Last Update=12/04/2017 18:17:18
ItemNumber=46377753 | Title=Lot of Foreign Coins and Paper Money | CurrentPrice=9.99 | Num of Bids=0 | Seller=Goodwill Industries of the Valleys | Shipping=Estimate Shipping | End Date=12/4/2017 6:31:00 PM | Last Update=12/04/2017 18:17:19
ItemNumber=46371148 | Title=8 Commemorative Coins Predators Of North America | CurrentPrice=9.99 | Num of Bids=1 | Seller=Goodwill Industries of the Valleys | Shipping=Estimate Shipping | End Date=12/4/2017 6:32:00 PM | Last Update=12/04/2017 18:17:19
ItemNumber=46379898 | Title=Lot of 5 US Navy Operations Support Center Coins | CurrentPrice=9.99 | Num of Bids=0 | Seller=Goodwill Industries of the Valleys | Shipping=Estimate Shipping | End Date=12/4/2017 6:34:00 PM | Last Update=12/04/2017 18:17:19
ItemNumber=46379558 | Title=Lot of 4.71 lbs. Foreign Coins and Paper Money | CurrentPrice=45.00 | Num of Bids=8 | Seller=Goodwill Industries of the Valleys | Shipping=Estimate Shipping | End Date=12/4/2017 6:35:00 PM | Last Update=12/04/2017 18:17:20
ItemNumber=46371314 | Title=Lot of 10 &amp; 25 Centimes Liberte Egalite Coins | CurrentPrice=9.99 | Num of Bids=1 | Seller=Goodwill Industries of the Valleys | Shipping=Estimate Shipping | End Date=12/4/2017 6:38:00 PM | Last Update=12/04/2017 18:17:20
ItemNumber=46380186 | Title=Lot of 7.89 lbs of Foreign Coins and Paper Money | CurrentPrice=50.66 | Num of Bids=10 | Seller=Goodwill Industries of the Valleys | Shipping=Estimate Shipping | End Date=12/4/2017 6:38:00 PM | Last Update=12/04/2017 18:17:20
ItemNumber=46377206 | Title=3 Antique US Coins w/ Buffalo Indian Head Nickel | CurrentPrice=16.00 | Num of Bids=4 | Seller=Goodwill Industries of the Valleys | Shipping=Estimate Shipping | End Date=12/4/2017 6:40:00 PM | Last Update=12/04/2017 18:17:21
ItemNumber=46381865 | Title=Four 2009 Marine Corps Marathon Challenge Coins | CurrentPrice=9.99 | Num of Bids=0 | Seller=Goodwill Industries of the Valleys | Shipping=Estimate Shipping | End Date=12/4/2017 6:40:00 PM | Last Update=12/04/2017 18:17:21
ItemNumber=46374943 | Title=Lot of 15 Foreign Coins and Tokens | CurrentPrice=9.99 | Num of Bids=0 | Seller=Goodwill Industries of the Valleys | Shipping=Estimate Shipping | End Date=12/4/2017 6:42:00 PM | Last Update=12/04/2017 18:17:22
ItemNumber=46380374 | Title=Lot of 5 Washington Army National Guard Coins | CurrentPrice=9.99 | Num of Bids=0 | Seller=Goodwill Industries of the Valleys | Shipping=Estimate Shipping | End Date=12/4/2017 6:45:00 PM | Last Update=12/04/2017 18:17:22
ItemNumber=46379320 | Title=Lot .26 lb. Foreign Coins and a $20 Jamaican Note | CurrentPrice=9.99 | Num of Bids=0 | Seller=Goodwill Industries of the Valleys | Shipping=Estimate Shipping | End Date=12/4/2017 6:46:00 PM | Last Update=12/04/2017 18:17:22
ItemNumber=46372495 | Title=Lot of 4 Canadian One Cent Coins from 1800&#39;s | CurrentPrice=11.00 | Num of Bids=2 | Seller=Goodwill Industries of the Valleys | Shipping=Estimate Shipping | End Date=12/4/2017 6:48:00 PM | Last Update=12/04/2017 18:17:22
ItemNumber=46381084 | Title=Lot of Foreign Coins and Paper Money | CurrentPrice=23.00 | Num of Bids=6 | Seller=Goodwill Industries of the Valleys | Shipping=Estimate Shipping | End Date=12/4/2017 6:50:00 PM | Last Update=12/04/2017 18:17:23
ItemNumber=46374895 | Title=Lot of Foreign Coins from 1920&#39;s - 1950&#39;s | CurrentPrice=9.99 | Num of Bids=0 | Seller=Goodwill Industries of the Valleys | Shipping=Estimate Shipping | End Date=12/4/2017 6:53:00 PM | Last Update=12/04/2017 18:17:23
ItemNumber=46423524 | Title=Lot of Japanese Yen Coins, 40&#39;s &amp; 50&#39;s | CurrentPrice=9.99 | Num of Bids=0 | Seller=Goodwill Industries of the Valleys | Shipping=Estimate Shipping | End Date=12/7/2017 6:00:00 PM | Last Update=12/04/2017 18:17:40
ItemNumber=46422125 | Title=Lot of 4 USMC Run 4 Chance Challenge Coins | CurrentPrice=9.99 | Num of Bids=0 | Seller=Goodwill Industries of the Valleys | Shipping=Estimate Shipping | End Date=12/7/2017 6:03:00 PM | Last Update=12/04/2017 18:17:40
ItemNumber=46422619 | Title=.29lb. Lot of Foreign Coins &amp; Paper Money | CurrentPrice=9.99 | Num of Bids=0 | Seller=Goodwill Industries of the Valleys | Shipping=Estimate Shipping | End Date=12/7/2017 6:18:00 PM | Last Update=12/04/2017 18:17:41
ItemNumber=46422331 | Title=Lot  Of Mexican Coins $1037 Pesos $55.55 USD | CurrentPrice=9.99 | Num of Bids=0 | Seller=Goodwill Industries of the Valleys | Shipping=Estimate Shipping | End Date=12/7/2017 6:20:00 PM | Last Update=12/04/2017 18:17:42
ItemNumber=46422231 | Title=1.50 Ilbs Mixed lot of Mexican Coins | CurrentPrice=9.99 | Num of Bids=1 | Seller=Goodwill Industries of the Valleys | Shipping=Estimate Shipping | End Date=12/7/2017 6:32:00 PM | Last Update=12/04/2017 18:17:42
ItemNumber=46422179 | Title=Lot of 5 Army National Guard Challenge Coins | CurrentPrice=9.99 | Num of Bids=0 | Seller=Goodwill Industries of the Valleys | Shipping=Estimate Shipping | End Date=12/7/2017 6:34:00 PM | Last Update=12/04/2017 18:17:43
ItemNumber=46323307 | Title=Wooden Log Cabin Bank for Coins | CurrentPrice=4.99 | Num of Bids=0 | Seller=Goodwill Industries of Greater New York and Northern New Jersey | Shipping=Estimate Shipping | End Date=12/5/2017 9:00:00 PM | Last Update=12/04/2017 01:35:43
ItemNumber=46323307 | Title=Wooden Log Cabin Bank for Coins | CurrentPrice=4.99 | Num of Bids=0 | Seller=Goodwill Industries of Greater New York and Northern New Jersey | Shipping=Estimate Shipping | End Date=12/5/2017 9:00:00 PM | Last Update=12/04/2017 01:46:18
ItemNumber=46323307 | Title=Wooden Log Cabin Bank for Coins | CurrentPrice=4.99 | Num of Bids=0 | Seller=Goodwill Industries of Greater New York and Northern New Jersey | Shipping=Estimate Shipping | End Date=12/5/2017 9:00:00 PM | Last Update=12/04/2017 18:17:28
ItemNumber=46440665 | Title=Commemorative Decommissioned Coins In Frame | CurrentPrice=4.99 | Num of Bids=0 | Seller=Goodwill Industries of Greater New York and Northern New Jersey | Shipping=Estimate Shipping | End Date=12/9/2017 9:00:00 PM | Last Update=12/04/2017 18:17:54
ItemNumber=46341451 | Title=Collectible History Coins | CurrentPrice=5.00 | Num of Bids=0 | Seller=Shopgoodwill of El Paso | Shipping=Estimate Shipping | End Date=12/7/2017 9:00:00 PM | Last Update=12/04/2017 01:35:57
ItemNumber=46341451 | Title=Collectible History Coins | CurrentPrice=5.00 | Num of Bids=0 | Seller=Shopgoodwill of El Paso | Shipping=Estimate Shipping | End Date=12/7/2017 9:00:00 PM | Last Update=12/04/2017 01:46:38
ItemNumber=46341451 | Title=Collectible History Coins | CurrentPrice=5.00 | Num of Bids=1 | Seller=Shopgoodwill of El Paso | Shipping=Estimate Shipping | End Date=12/7/2017 9:00:00 PM | Last Update=12/04/2017 18:17:45
ImagesForItemNum=46371148
ItemNumber=46285269 | Title=1934 and 1935 Peace Silver Dollars Coins | CurrentPrice=124.00 | Num of Bids=5 | Seller=Goodwill of Greater Grand Rapids | Shipping=Estimate Shipping | End Date=12/6/2017 6:27:00 PM | Last Update=12/04/2017 01:46:27
ItemNumber=46285269 | Title=1934 and 1935 Peace Silver Dollars Coins | CurrentPrice=124.00 | Num of Bids=5 | Seller=Goodwill of Greater Grand Rapids | Shipping=Estimate Shipping | End Date=12/6/2017 6:27:00 PM | Last Update=12/04/2017 01:35:48
ItemNumber=46333399 | Title=International Coins Mid Century &amp; Vintage | CurrentPrice=16.00 | Num of Bids=3 | Seller=Goodwill Industries of Western New York | Shipping=Estimate Shipping | End Date=12/5/2017 10:35:23 AM | Last Update=12/04/2017 01:35:40
ItemNumber=46333399 | Title=International Coins Mid Century &amp; Vintage | CurrentPrice=16.00 | Num of Bids=3 | Seller=Goodwill Industries of Western New York | Shipping=Estimate Shipping | End Date=12/5/2017 10:35:23 AM | Last Update=12/04/2017 01:46:14
ItemNumber=46333399 | Title=International Coins Mid Century &amp; Vintage | CurrentPrice=16.00 | Num of Bids=3 | Seller=Goodwill Industries of Western New York | Shipping=Estimate Shipping | End Date=12/5/2017 10:35:23 AM | Last Update=12/04/2017 18:17:24
ItemNumber=46371544 | Title=Presidential Coins &amp; Americana lot/19 coins | CurrentPrice=15.00 | Num of Bids=4 | Seller= | Shipping= | End Date=12/8/2017 6:30:00 PM | Last Update=12/04/2017 18:17:47
ItemNumber=46391354 | Title=Crosman R71 BB Gun | CurrentPrice=9.99 | Num of Bids=1 | Seller=Goodwill Industries of South Texas | Shipping=Estimate Shipping | End Date=12/8/2017 6:12:54 PM | Last Update=12/04/2017 01:46:51
ItemNumber=46295064 | Title=Lot Of Military Themed Pins, Coins, &amp; Medals | CurrentPrice=9.99 | Num of Bids=0 | Seller= | Shipping=Estimate Shipping | End Date=12/6/2017 7:15:00 PM | Last Update=12/04/2017 01:46:32
ItemNumber=46369384 | Title=American Mint Life Of JFK Silver Plated Coins | CurrentPrice=9.99 | Num of Bids=1 | Seller=Goodwill Industries of Central Texas | Shipping=Estimate Shipping | End Date=12/6/2017 6:37:00 PM | Last Update=12/04/2017 01:35:50
ItemNumber=46404524 | Title=A Guide Book of United States Coins 34th Ed 1981 | CurrentPrice=9.99 | Num of Bids=0 | Seller= | Shipping=$0.01 | End Date=12/4/2017 4:00:00 PM | Last Update=12/04/2017 01:35:29
ItemNumber=46263043 | Title=Lot of President Coins | CurrentPrice=9.99 | Num of Bids=0 | Seller= | Shipping=Estimate Shipping | End Date=12/5/2017 6:07:00 PM | Last Update=12/04/2017 01:35:40
ItemNumber=46266207 | Title=Penny earrings made from foregin coins | CurrentPrice=9.99 | Num of Bids=0 | Seller= | Shipping=Estimate Shipping | End Date=12/5/2017 7:13:00 PM | Last Update=12/04/2017 01:35:42
ItemNumber=46371232 | Title=PCS American The Beautiful Stamps And Coins | CurrentPrice=9.99 | Num of Bids=0 | Seller=Goodwill Industries of Central Texas | Shipping=Estimate Shipping | End Date=12/6/2017 6:14:00 PM | Last Update=12/04/2017 01:35:48
ItemNumber=46370698 | Title=American Mint Declaration Of Independence Coins | CurrentPrice=9.99 | Num of Bids=0 | Seller=Goodwill Industries of Central Texas | Shipping=Estimate Shipping | End Date=12/6/2017 6:17:00 PM | Last Update=12/04/2017 01:35:48
ItemNumber=46371019 | Title=Postal Commemorative Society Presidential Coins | CurrentPrice=9.99 | Num of Bids=0 | Seller=Goodwill Industries of Central Texas | Shipping=Estimate Shipping | End Date=12/6/2017 6:33:00 PM | Last Update=12/04/2017 01:35:50
ItemNumber=46295064 | Title=Lot Of Military Themed Pins, Coins, &amp; Medals | CurrentPrice=9.99 | Num of Bids=0 | Seller= | Shipping=Estimate Shipping | End Date=12/6/2017 7:15:00 PM | Last Update=12/04/2017 01:35:52
ItemNumber=46295116 | Title=Stretched Penny Coin Collector Cases with Coins | CurrentPrice=9.99 | Num of Bids=0 | Seller= | Shipping=Estimate Shipping | End Date=12/6/2017 7:15:00 PM | Last Update=12/04/2017 01:35:53
ItemNumber=46369251 | Title=116 Count of International Coins Collection | CurrentPrice=9.99 | Num of Bids=0 | Seller=Goodwill Industries of Greater New York and Northern New Jersey | Shipping=Estimate Shipping | End Date=12/6/2017 9:00:00 PM | Last Update=12/04/2017 01:35:54
ItemNumber=46382166 | Title=1LBS of Mix Casino Coins | CurrentPrice=9.99 | Num of Bids=0 | Seller=Goodwill of the Heartland | Shipping=Estimate Shipping | End Date=12/8/2017 4:00:00 PM | Last Update=12/04/2017 01:35:58
ItemNumber=46326861 | Title=Collectible Stamp, Wartime Nickels Coins and More | CurrentPrice=9.99 | Num of Bids=0 | Seller= | Shipping= | End Date=12/9/2017 6:33:00 PM | Last Update=12/04/2017 01:36:02
ItemNumber=46203832 | Title=Costa Rica Collection Coins | CurrentPrice=9.99 | Num of Bids=1 | Seller= | Shipping=Estimate Shipping | End Date=12/4/2017 5:00:00 PM | Last Update=12/04/2017 01:35:30
ItemNumber=46331460 | Title=047-Foreign &amp; Domestic Currency lot Coins | CurrentPrice=9.99 | Num of Bids=1 | Seller= | Shipping=Estimate Shipping | End Date=12/5/2017 7:30:00 PM | Last Update=12/04/2017 01:35:42
ItemNumber=46285400 | Title=Mexico Coins -Set of 4 | CurrentPrice=9.99 | Num of Bids=1 | Seller= | Shipping=Estimate Shipping | End Date=12/6/2017 5:00:00 PM | Last Update=12/04/2017 01:35:47
ItemNumber=46370482 | Title=American MInt Silver Plated Barack Obama Coins | CurrentPrice=9.99 | Num of Bids=1 | Seller=Goodwill Industries of Central Texas | Shipping=Estimate Shipping | End Date=12/6/2017 6:32:00 PM | Last Update=12/04/2017 01:35:50
ItemNumber=46276661 | Title=Foreign Paper Money &amp; Coins Lot 324.9g | CurrentPrice=9.99 | Num of Bids=1 | Seller= | Shipping= | End Date=12/6/2017 6:41:00 PM | Last Update=12/04/2017 01:35:51
ItemNumber=46289059 | Title=Lot Of Religious Jewelry, Key Chains, Coins, Etc. | CurrentPrice=9.99 | Num of Bids=1 | Seller= | Shipping=Estimate Shipping | End Date=12/6/2017 6:45:00 PM | Last Update=12/04/2017 01:35:51
ItemNumber=46371378 | Title=PCS Lighthouses of the US Stamps And Coins | CurrentPrice=9.99 | Num of Bids=1 | Seller=Goodwill Industries of Central Texas | Shipping=Estimate Shipping | End Date=12/6/2017 6:55:00 PM | Last Update=12/04/2017 01:35:52
ItemNumber=46288757 | Title=84 LA Olympics Coins and 96 Atlanta Olympics Pins | CurrentPrice=9.99 | Num of Bids=1 | Seller=Goodwill Industries of Southern California | Shipping=Estimate Shipping | End Date=12/6/2017 7:52:00 PM | Last Update=12/04/2017 01:35:53
ItemNumber=46391354 | Title=Crosman R71 BB Gun | CurrentPrice=9.99 | Num of Bids=1 | Seller=Goodwill Industries of South Texas | Shipping=Estimate Shipping | End Date=12/8/2017 6:12:54 PM | Last Update=12/04/2017 01:36:05
ItemNumber=46404524 | Title=A Guide Book of United States Coins 34th Ed 1981 | CurrentPrice=9.99 | Num of Bids=0 | Seller= | Shipping=$0.01 | End Date=12/4/2017 4:00:00 PM | Last Update=12/04/2017 01:46:03
